Unnamed: 0,Class,Entropy,Skewness,Kurtosis,Contrast,Energy,Homogeneity,Dissimilarity,Correlation,ASM
0,1,7.290915756340019,0.0775525040304464,0.0775525040304464,5.384356653620352,0.0584825344646098,0.6157573667707005,1.199081152152642,0.9991668584720266,0.003420206837404283
1,1,6.296165197668293,-2.613386864679314,-2.613386864679314,38.7597235812133,0.0760820207482867,0.6068269809415291,1.78198385518591,0.9859391792442916,0.005788473881142731
2,1,6.720482515506876,-0.598264647886218,-0.598264647886218,15.910557577054796,0.0546714201377069,0.5798606786509248,1.53784323018591,0.9914057518335498,0.0029889641798736713
3,1,6.878264525248042,-0.3554314889105531,-0.3554314889105531,19.87475920376712,0.0467425021544237,0.5293064428748886,1.8215241254892367,0.9908978750786414,0.0021848615076563074
4,1,6.658329985841899,-1.8278040624134584,-1.8278040624134584,19.00314181751468,0.0599412976594233,0.5982623894717668,1.4806216364970646,0.9947178016613836,0.0035929591650955906
5,1,6.883601566939223,-1.1958826390292665,-1.1958826390292665,40.45374419031311,0.0505057633179613,0.5142427997859363,2.336770731409002,0.9887869725108313,0.0025508321283299333
6,1,6.7432057357249,-0.5660323738495562,-0.5660323738495562,16.527596012720156,0.0521457570835786,0.5694515487859073,1.6043832558708415,0.9904010489682435,0.002719179981819596
7,1,7.022923361442591,-1.5042857081172445,-1.5042857081172445,36.942659919275926,0.0462973411880177,0.5354379966234543,2.113579378669276,0.9912558062423908,0.0021434438010797226
8,1,6.983294462595017,-1.2921284104380573,-1.2921284104380573,41.84065404843444,0.0495609035606385,0.5603606058411429,2.1772183830724066,0.9905503233768338,0.002456283161746913
9,1,6.128811556020219,-1.9880188377406016,-1.9880188377406016,42.76405026908024,0.1132781204468307,0.7203115953450812,1.4489664872798436,0.9911365381278664,0.012831932571966681
10,1,6.9935299258622425,-1.109252207664353,-1.109252207664353,17.23305253180039,0.0595168613508976,0.6295207513860857,1.4501972235812133,0.9964235988677212,0.0035422567850619743
11,1,6.844043830636456,-1.2381211681366306,-1.2381211681366306,13.576791065313111,0.0634574139036419,0.6474277672030188,1.304477281066536,0.9967571432004518,0.0040268433793381325
12,1,6.854432255166588,-1.4828228087289603,-1.4828228087289603,43.5951450892857,0.0472349318374157,0.5230641832646311,2.1746537120841487,0.9872503364637636,0.0022311387856853086
13,1,7.012949297427433,-1.3010319758485291,-1.3010319758485291,26.055413710861053,0.0516775032361363,0.5852283672326304,1.7723443615459882,0.9943683860349184,0.0026705643407208875
14,1,7.053439740351025,-1.3564831357907166,-1.3564831357907166,49.24601730675146,0.0480395004207825,0.5657472939302681,2.2722220523483365,0.9890828363842604,0.0023077936006783615
15,1,6.964019055937691,-1.3554489493766952,-1.3554489493766952,23.28192652274951,0.0503602119432436,0.5839535840970227,1.748650776663405,0.9943742967320368,0.002536150946968416
16,1,6.903747214477174,-1.0941184476505794,-1.0941184476505794,18.02200036692759,0.0580973670208102,0.6319135461127969,1.4296416340508806,0.9940163711061676,0.003375304054750734
17,1,6.760475776380446,-1.237024062939427,-1.237024062939427,15.55383515777886,0.0711582249269288,0.6530628722016077,1.320530363258317,0.9949070332551092,0.0050634929747513935
18,1,6.7165566551906855,0.0347912381000808,0.0347912381000808,12.64440511863992,0.0532529314347725,0.5860438974581786,1.5262391450587085,0.991747102498439,0.0028358747063965913
19,1,6.7261176344052895,-0.5422757278341814,-0.5422757278341814,10.817919826320937,0.0552836680208013,0.6079263466744704,1.3715676981409,0.993316361399344,0.0030562839498341704
20,1,6.528941926084385,-0.6457329511947639,-0.6457329511947639,10.91332864481409,0.064579526688827,0.6165405064614474,1.323752446183953,0.9913945534802084,0.004170515267352931
21,1,6.712472961222434,-1.8874104159353136,-1.8874104159353136,27.596750397504888,0.0596980102629306,0.5943146818324887,1.663049626956947,0.9916523949202724,0.0035638524293529748
22,1,6.571113611650332,-2.3162005852317145,-2.3162005852317145,65.72651663405087,0.0600812268493736,0.5766804527089902,2.16503332925636,0.9746593358611492,0.003609753819725891
23,1,6.732430932868947,-1.637312229305716,-1.637312229305716,46.73531907411936,0.0520144163849094,0.558637792828355,1.9744641328277883,0.9856188050746948,0.0027054995118627355
24,1,7.278020460210088,-0.2745676791056228,-0.2745676791056228,34.57690955234833,0.1172611575716421,0.5290928386807958,1.9750336350293545,0.9959808375865534,0.013750179075041478
25,1,6.753803005599136,-0.6624568388135855,-0.6624568388135855,11.96530623165362,0.0579947318932094,0.6103965345375415,1.3857135212818,0.9933349053757368,0.0033633889273652407
26,1,7.081779782858261,-0.9156032903879444,-0.9156032903879444,8.154816689090017,0.0530197294969775,0.5801570920430231,1.4216800697162426,0.9980088863544416,0.00281109171593267
27,1,6.5865023355726215,-1.4088056565213936,-1.4088056565213936,9.200522107387474,0.0685514663061593,0.6585194153530328,1.1370818554305282,0.9951840950902908,0.004699303532724502
28,1,6.70657982791563,-1.486957335149962,-1.486957335149962,21.017536081213304,0.0656166056297036,0.6266080568619924,1.4761879280821917,0.9943816245332509,0.004305538934364062
29,1,6.827332270497167,-1.391289231095843,-1.391289231095843,15.428101302592951,0.0566453970211439,0.587569646328396,1.5839385090508806,0.9962668320248584,0.003208701003683024
30,1,6.86434287083547,-1.7916409711495227,-1.7916409711495227,34.720408818493155,0.0566643710000397,0.5555529170779121,2.014042624755381,0.991460148682198,0.003210850940830143
31,1,6.669802932323252,-1.5759856371350875,-1.5759856371350875,15.096452268835616,0.0654014860109615,0.650108415319837,1.2848237218688845,0.9940918810179024,0.004277354372441994
32,1,6.176266509297331,-1.305352740765948,-1.305352740765948,10.81721654843444,0.0829528975538133,0.6534889444802058,1.2282366071428572,0.9885440897612688,0.006881183212573445
33,1,6.606344046404307,-0.5228746531825911,-0.5228746531825911,12.689628944471622,0.0610682250407766,0.6094923414648309,1.365272596624266,0.991849113267583,0.003729328109630943
34,1,6.438002866282637,-2.331548675872907,-2.331548675872907,31.601424902152644,0.0661282818429107,0.5847161010014365,1.7111209637964775,0.9897440947011454,0.004372949659495443
35,1,6.724679949940305,-0.9096721605217052,-0.9096721605217052,11.22042028498043,0.0576665297792259,0.6175481345837018,1.3389684748043051,0.9941930964995638,0.0033254286567783557
36,1,6.77978895760852,-0.9760596202827182,-0.9760596202827182,14.848091976516631,0.0514509925992101,0.5730202875384474,1.5658635029354206,0.993468107500734,0.002647204639443974
37,1,6.876306512587873,-0.624317964956527,-0.624317964956527,10.080364787181995,0.0480227828296456,0.560818899494159,1.553013392857143,0.9951139682758948,0.0023061876707033088
38,1,6.869114400225252,-0.6022174335369899,-0.6022174335369899,16.176499816536204,0.0481482896766809,0.5644539014187063,1.6266970401174168,0.9923970295184628,0.0023182577987895816
39,1,6.091945888791945,-2.9333369532360924,-2.9333369532360924,45.93420529598826,0.0891962866944934,0.6466974470276735,1.7670468444227003,0.9865480953917016,0.007955977560086263
40,1,7.257088030211055,-0.8904354106360954,-0.8904354106360954,26.47640961350293,0.0415274026970454,0.5064498834848846,2.1501880503913893,0.9945686890773704,0.0017245251747625798
41,1,7.107797367006499,-0.7661733694928756,-0.7661733694928756,21.7924374694227,0.0491408643613297,0.5112615401475217,2.195744404354208,0.9948221626717072,0.002414824550178605
42,1,6.609528069073331,-1.1383863393032478,-1.1383863393032478,9.628149461839527,0.0659482039038763,0.6407377661235549,1.194907350782779,0.9943235501157056,0.0043491655981472525
43,1,6.825445535479847,-1.1257509724815336,-1.1257509724815336,12.891855736301366,0.0604123465334814,0.6475207727972504,1.287166707436399,0.995149998326164,0.003649651613681448
44,1,6.869114439034456,-1.127987569117726,-1.127987569117726,15.097847358121328,0.0559215107771881,0.6303497477881024,1.3552011986301369,0.994366208979266,0.003127215367603166
45,1,6.027317149426445,-3.035387765513132,-3.035387765513132,41.78019508317025,0.0913019951895429,0.6302363983748083,1.7026663405088065,0.9853752387234668,0.008336054325591332
46,1,6.783803322010911,-1.1538824386742563,-1.1538824386742563,11.49492799045988,0.0640974058921439,0.655383743042042,1.212531341731898,0.9955617418734116,0.004108477442102243
47,1,6.524197937981726,-0.7626199258034597,-0.7626199258034597,13.070767337328766,0.0627072375665826,0.5997239794192932,1.4619733060176128,0.9902327035379784,0.003932197643231834
48,1,6.386973211210744,-0.9901493046280176,-0.9901493046280176,8.348588857632093,0.0738029687371906,0.6526167078611531,1.1592695083170252,0.9932251657616256,0.005446878194422736
49,1,7.248342123009342,-0.929396649562284,-0.929396649562284,16.372557638209393,0.0435869871082009,0.5501296710107061,1.7563486117906064,0.9967445576316236,0.001899825445170474
50,1,6.563900530810565,-0.5397394606797061,-0.5397394606797061,9.849811949608611,0.0610416939891793,0.6149549050402849,1.3157870596868884,0.9928287700445536,0.0037260884050686156
51,1,7.256586850474443,-0.8868341267010005,-0.8868341267010005,32.309988839285715,0.0477546195604255,0.5540729352740276,1.925234680772994,0.9934456472215588,0.002280503689360982
52,1,6.954786917166374,-0.4130730816183024,-0.4130730816183024,18.01477647994129,0.0432443757449704,0.5334364025653934,1.7559625733855186,0.9918968623821496,0.0018700760335721846
53,1,7.025600562331574,-1.063218607351465,-1.063218607351465,6.795411111790607,0.0531189453532126,0.6010833412218539,1.2922157840019568,0.9981103033426636,0.0028216223554375893
54,1,7.272708660771744,-0.6942395156327967,-0.6942395156327967,12.001482999021524,0.0487151057734978,0.5318091841718823,1.7233977495107633,0.997522032365054,0.0023731615305230863
55,1,6.526075578837313,-1.1140255844840252,-1.1140255844840252,116.86233335371818,0.1607626259629218,0.588649162792436,2.12454898483366,0.9883991272360084,0.025844621906494322
56,1,6.613391248990602,-2.07272143419183,-2.07272143419183,27.989412610078272,0.0629113178356891,0.6196663050868961,1.589385090508806,0.9908844486009112,0.003957833911823101
57,1,6.850124586753875,-0.9341348416386231,-0.9341348416386231,9.6834790851272,0.0524385624503816,0.6115168915259888,1.2994740704500978,0.9958127315567314,0.002749802831862581
58,1,6.787792572409541,-0.6027229525482458,-0.6027229525482458,13.349693462573386,0.056253531971518,0.6172915568431765,1.4261825770547945,0.9926096214281964,0.0031644598592705975
59,1,6.98269932414045,-0.5001372261274646,-0.5001372261274646,19.574792074363994,0.0435294787317241,0.5400378978442317,1.7682011374755382,0.9914871459652004,0.0018948155186556232
60,1,7.078114016686176,-0.3376707155497199,-0.3376707155497199,22.79419948630137,0.0411937190157404,0.5300939385100153,1.84372706702544,0.9912716893854996,0.0016969224863477746
61,1,6.177005857839699,-0.9998162919234612,-0.9998162919234612,12.469220125978472,0.0983236066053527,0.6267345684063904,1.357689426369863,0.9887432425860772,0.009667531615884167
62,1,6.948277050960165,-1.0538837653219224,-1.0538837653219224,25.356741530088065,0.0614060160300674,0.6175633025899224,1.64549061276908,0.9931973370746496,0.003770698804684897
63,1,7.0644856630736745,-1.0424603766013367,-1.0424603766013367,24.024901388209397,0.0534614544279105,0.6219634992741004,1.608782564823875,0.9935894324726992,0.0028581271095475583
64,1,6.71169589508913,-1.5972503148689667,-1.5972503148689667,21.66787701810176,0.0606199657812954,0.6155282246370942,1.556659735812133,0.993295941946968,0.0036747802513254304
65,1,6.523304893759963,-2.318939575034089,-2.318939575034089,16.54795667196673,0.0660939029308804,0.6001501478885175,1.4798839591487278,0.9949292644950396,0.00436840400463665
66,1,6.310178747075259,-2.3112534810680967,-2.3112534810680967,38.009463674168295,0.0818435105674796,0.6607339533299494,1.5412334882583172,0.9899462341199924,0.006698360222009144
67,1,7.006906324759112,-1.2579199413184796,-1.2579199413184796,33.45523483365949,0.0484886581596131,0.5330379456445132,2.094545009784736,0.9913805849356732,0.002351149970119815
68,1,6.26061731856813,-1.8472002874073188,-1.8472002874073188,8.52026510518591,0.0882965707939059,0.6466523625065593,1.2862723214285712,0.9937517853120664,0.007796284413963244
69,1,6.209816352774051,-2.0111403167972743,-2.0111403167972743,6.308303265655577,0.0920304067741174,0.6647333150442861,1.1700556506849316,0.9953673848486156,0.008469595771009523
70,1,6.9918025496331335,-1.3931535671491515,-1.3931535671491515,35.52145761986301,0.0485656080641149,0.5629917171537102,2.050918847847358,0.9921377635399584,0.00235861828663723
71,1,6.925239092888337,-1.053827112297199,-1.053827112297199,31.298809014187864,0.0572045813754819,0.5558225811429504,2.0736607142857144,0.992373899785029,0.0032723641303441307
72,1,6.806976685483345,-1.3097490171339463,-1.3097490171339463,28.964461533757337,0.0620924806486443,0.5854834822365118,1.8837221746575343,0.9927199688669942,0.003855476153102273
73,1,6.829490905664711,-1.2319052698433612,-1.2319052698433612,28.87160591976516,0.0638263525044745,0.58916451370299,1.86669061888454,0.9929540725468364,0.00407380327402544
74,1,7.152519953328206,-1.057556275014724,-1.057556275014724,38.79646985078278,0.0509675842072104,0.5702815711501843,2.0489389677103715,0.9918182327502684,0.0025976946399190893
75,1,6.129136377127707,-0.3698058633011072,-0.3698058633011072,6.670086227984344,0.0824584608886323,0.6249856128138255,1.1913221624266144,0.9924560937279054,0.006799397772122107
76,1,6.925902148365133,-1.2289992740313784,-1.2289992740313784,12.03335983365949,0.0574727620100522,0.580438983661945,1.4656158268101762,0.9972357814764023,0.0033031183730641007
77,1,6.470754986555401,-2.0856630249429653,-2.0856630249429653,15.872702880381604,0.0814552666502236,0.6919780880184981,1.138916493395303,0.9919925982667316,0.0066349604650590335
78,1,6.9592037172519365,-1.060814444792738,-1.060814444792738,19.09497691413894,0.0604133539480277,0.6423987236274291,1.445438631360078,0.9957778472331006,0.003649773335249675
79,1,6.732913796084834,-1.7813522301733464,-1.7813522301733464,20.52939625122309,0.072251204283091,0.6679769427723494,1.2348451259784734,0.99199067199421,0.005220236520356958
80,1,6.917449449922776,-1.6371840183908368,-1.6371840183908368,21.999728626467707,0.0649349668541172,0.6599879548008913,1.3064571612035227,0.9934720342421012,0.004216549920345311
81,1,6.696641092220596,-1.7656855950348025,-1.7656855950348025,8.933746636497064,0.0647590081944925,0.640292319149563,1.211954195205479,0.9974732350606758,0.004193729142334352
82,1,7.047020135429166,-1.3970049200399275,-1.3970049200399275,29.54212022994129,0.0526043730165744,0.6030066245456669,1.6695434809197651,0.9923798298331712,0.0027672200604669087
83,1,6.985212130374112,-0.6086151185781495,-0.6086151185781495,24.5361041462818,0.0479276618837485,0.5518149829001703,1.8031280577299411,0.990789472322074,0.002297060773642924
84,1,6.769101439389718,-0.5615667237834308,-0.5615667237834308,17.14893438111546,0.0562753361388944,0.5859857204679918,1.575235445205479,0.9905502564608544,0.003166913457545559
85,1,6.726038898326311,-0.8204060072993824,-0.8204060072993824,15.367760824363993,0.0558867161312026,0.5961781804974664,1.46728228962818,0.9913247081103368,0.0031233250399296296
86,1,6.924070549817046,-1.4691010801116455,-1.4691010801116455,25.212802715264186,0.0569223266746451,0.605613230627986,1.597358121330724,0.9930236669995548,0.003240151274055015
87,1,7.041457018495191,-1.0581937799054058,-1.0581937799054058,9.019894355430528,0.0538228197489833,0.5692785788727518,1.4917555956457924,0.997543262447242,0.002896895925731554
88,1,7.056872748563337,-0.925362017367194,-0.925362017367194,21.04325923434442,0.0543729534306663,0.5546509074664757,1.7379372553816046,0.9944225740683836,0.002956418064773416
89,1,6.781562498442906,-1.3949690701818982,-1.3949690701818982,23.76720355308219,0.0604173067875732,0.6235537421613158,1.523984069227006,0.993423312785579,0.0036502509594637453
90,1,6.080631903567141,-0.5917553476307694,-0.5917553476307694,4.914215386497064,0.0957964483216395,0.6766741581320019,0.983006665851272,0.9939077906839529,0.009176959511040557
91,1,6.430754177296863,-1.359300161209408,-1.359300161209408,14.02655256237769,0.0660632728332306,0.6038119339518919,1.4438715447651664,0.9893122362974168,0.004364356017437872
92,1,7.474074946717976,0.3939755143539068,0.3939755143539068,46.24337237035224,0.0344312950663899,0.5225570333734203,2.4033375122309195,0.9917492653899777,0.0011855140799488073
93,1,7.083009304868743,0.4251607605943544,0.4251607605943544,3.3135281616927585,0.1111051439757936,0.6805649139653279,0.9680123226516634,0.9995824948205314,0.012344353017881837
94,1,7.311885570496983,0.0077407648019947,0.0077407648019947,33.787403681506845,0.0762369680778484,0.5607284301374296,2.0682867539138945,0.9955456542204908,0.005812075301702877
95,1,7.415199839871255,0.2111689667251774,0.2111689667251774,9.59787029109589,0.0335306199927055,0.4946346944158375,1.8159399461839527,0.9981367829116962,0.0011243024770952242
96,1,7.651559107495911,0.1161833914235829,0.1161833914235829,16.20836136252446,0.0457541375279824,0.5294221643373066,2.1127614359099804,0.998607854969827,0.0020934411009295322
97,1,7.335067620431895,-0.1147408143190279,-0.1147408143190279,6.782595401174167,0.0892172852638012,0.5743811459511813,1.4390976638943247,0.9989890404077582,0.007959723989842488
98,1,7.080421494856093,-0.2698148398940883,-0.2698148398940883,4.412808830724071,0.1185121037393521,0.6111896101941376,1.1677776418786692,0.999420194977749,0.014045118732726963
99,1,6.914852089914583,-0.9261229173474644,-0.9261229173474644,6.048056048189823,0.0631913886781519,0.6214616754731335,1.3093314273483363,0.9980142274570024,0.0039931516030732635
100,1,6.613462398066643,-1.9082863737676603,-1.9082863737676603,20.10332069471624,0.0681458575227006,0.6169056597409485,1.5022627201565557,0.9947494818040122,0.00464385789750422
101,1,7.385617818036979,-0.4535278100658022,-0.4535278100658022,9.1657862952544,0.0475839257419785,0.5728259446030995,1.6065657106164384,0.9986174783910852,0.002264229989018127
102,1,7.106132069214782,-0.1079717509041351,-0.1079717509041351,8.064105308219178,0.0495041280719812,0.5803512998289304,1.4638346991193738,0.9974788442318966,0.0024506586961671236
